"nsites","nindiv","ntests","psi","theta11","p111","p101","p001","theta01","b2","b3","delta","r"
100,50,1,0.292206654634792,0.611385149859125,0.957038983196265,NA,NA,0,0.535192589001032,0.131818737649359,0.95,0.999
100,50,1,0.0665366327811498,0.019775140640093,0.952706213267986,NA,NA,0,0.569653573121177,0.320556044334313,0.95,0.999
100,50,1,0.0135773668633774,0.762153476680862,0.96552748916233,NA,NA,0,0.0316037427070551,0.539389900771901,0.95,0.999
100,50,1,0.467901068226434,0.778187607165426,0.963956258818018,NA,NA,0,0.247411769246915,0.138590015317546,0.95,0.999
100,50,1,0.141615836393321,0.607334735508543,0.96535515024499,NA,NA,0,0.0823471577018499,0.858857403789414,0.95,0.999
100,50,1,0.864817220252473,0.141893690281548,0.965565505353094,NA,NA,0,0.917745880508795,0.0592055995971896,0.95,0.999
100,50,1,0.0335634356851224,0.116466347023612,0.998816063964728,NA,NA,0,0.721265354858479,0.157712635415141,0.95,0.999
100,50,1,0.959851162801962,0.679391003984958,0.970637303913815,NA,NA,0,0.0275986068914644,0.514021649506874,0.95,0.999
100,50,1,0.929064997841371,0.19217432125099,0.971418000656576,NA,NA,0,0.503226105245994,0.942933132020757,0.95,0.999
100,50,1,0.679570453166962,0.062746639627032,0.951589616527839,NA,NA,0,0.662999277882511,0.165713065454038,0.95,0.999
100,50,1,0.416985717481934,0.746656035948312,0.952010094219551,NA,NA,0,0.740406115704216,0.828152884449111,0.95,0.999
100,50,1,0.488176887429319,0.891002338155173,0.99578963923282,NA,NA,0,0.495112683121348,0.479677576699294,0.95,0.999
100,50,1,0.308269157042028,0.444506015514722,0.990773050038074,NA,NA,0,0.404230055422289,0.423803871359676,0.95,0.999
100,50,1,0.983625415421324,0.36914237721893,0.99356934669324,NA,NA,0,0.567415063578403,0.339637017417932,0.95,0.999
100,50,1,0.104293470983393,0.652074685026193,0.987513405205077,NA,NA,0,0.0724355913018808,0.290537647146033,0.95,0.999
100,50,1,0.269211922635091,0.205335423506331,0.988587720466126,NA,NA,0,0.336432231263723,0.100491341058631,0.95,0.999
100,50,1,0.391473798998166,0.317965136995306,0.954670443801733,NA,NA,0,0.380502247164259,0.903019983844599,0.95,0.999
100,50,1,0.319876832911279,0.169490909214364,0.965045709461579,NA,NA,0,0.723946384665556,0.470839121572906,0.95,0.999
100,50,1,0.121356200922048,0.507561901859939,0.970989119714964,NA,NA,0,0.534340746726375,0.939723078758689,0.95,0.999
100,50,1,0.689363924127072,0.398471268768888,0.990187187457155,NA,NA,0,0.049687858288642,0.901703088937793,0.95,0.999
100,50,1,0.744976191578433,0.984038851972204,0.996007829994801,NA,NA,0,0.393911716012517,0.208066115031717,0.95,0.999
100,50,1,0.687413089111447,0.733768149325158,0.978565592738276,NA,NA,0,0.720294182871934,0.38511364552984,0.95,0.999
100,50,1,0.0419464933541603,0.124345621816115,0.971077617132803,NA,NA,0,0.31984136563912,0.422247505376814,0.95,0.999
100,50,1,0.877624853398185,0.216770564956823,0.996132835619966,NA,NA,0,0.890955347352894,0.247015289382078,0.95,0.999
100,50,1,0.880317393165315,0.710592425821815,0.950073097608821,NA,NA,0,0.373355553186499,0.871276365135564,0.95,0.999
100,50,1,0.82853703162726,0.81327306186338,0.981789707825787,NA,NA,0,0.940535421792651,0.0257270312579349,0.95,0.999
100,50,1,0.736246747548226,0.38303370468528,0.997634433140198,NA,NA,0,0.868082632845268,0.0684651515276637,0.95,0.999
100,50,1,0.131311667776899,0.0393364604983944,0.997779293646885,NA,NA,0,0.453700097542955,0.813447184423218,0.95,0.999
100,50,1,0.14361658398388,0.36553711433569,0.987106056188419,NA,NA,0,0.179954683795338,0.601839049372822,0.95,0.999
100,50,1,0.965014887694037,0.628640389364911,0.968994131791533,NA,NA,0,0.11155905730254,0.00174996264860965,0.95,0.999
100,50,1,0.952426591434283,0.248556136845611,0.955396259583451,NA,NA,0,0.208976927637355,0.180408876351314,0.95,0.999
100,50,1,0.515712209179066,0.7440951218931,0.966933971344691,NA,NA,0,0.204275929989293,0.36755257635843,0.95,0.999
100,50,1,0.525693813454825,0.451094704695046,0.951011814058153,NA,NA,0,0.281005504114088,0.654838032399537,0.95,0.999
100,50,1,0.113838915958768,0.518842379353941,0.959048926371895,NA,NA,0,0.407977976479335,0.808969478522893,0.95,0.999
100,50,1,0.128947680735728,0.154635596042266,0.980208055983891,NA,NA,0,0.140038143692771,0.260139864222845,0.95,0.999
100,50,1,0.356427117454121,0.954316139818635,0.999560209823784,NA,NA,0,0.447450920468895,0.256084984507877,0.95,0.999
100,50,1,0.217581016378477,0.650083337479737,0.986345479365415,NA,NA,0,0.849580226463964,0.119366961920634,0.95,0.999
100,50,1,0.207273001114838,0.320446617434733,0.9796759957909,NA,NA,0,0.0810837055512238,0.610231947750319,0.95,0.999
100,50,1,0.352217376590706,0.319593722578138,0.963564477992442,NA,NA,0,0.758213980436092,0.755771832084749,0.95,0.999
100,50,1,0.0101206857385114,0.465701934041921,0.997959349735419,NA,NA,0,0.215439965601545,0.651671442535706,0.95,0.999
100,50,1,0.538682982760016,0.268319755582605,0.988202265814913,NA,NA,0,0.102094529580558,0.752137844813056,0.95,0.999
100,50,1,0.306044316434301,0.722515295342309,0.960451522312441,NA,NA,0,0.770063809681218,0.809685913473368,0.95,0.999
100,50,1,0.454823127926327,0.21064764856128,0.975420722586871,NA,NA,0,0.594360927102389,0.121031259194249,0.95,0.999
100,50,1,0.126073138882173,0.403487560887355,0.9855347430391,NA,NA,0,0.159932159111369,0.201443722510943,0.95,0.999
100,50,1,0.77207198368595,0.450728034620872,0.96577508439779,NA,NA,0,0.682325088276761,0.617591975422809,0.95,0.999
100,50,1,0.832440423913533,0.36842405839148,0.96652190431942,NA,NA,0,0.6007735049529,0.245933319842676,0.95,0.999
100,50,1,0.74835816867929,0.697232809410896,0.97375065337487,NA,NA,0,0.53893375638756,0.501289669937221,0.95,0.999
100,50,1,0.887526756790699,0.310577095705085,0.95084265785017,NA,NA,0,0.408905655449489,0.196552652865183,0.95,0.999
100,50,1,0.077293989431113,0.17632745638187,0.979722139414039,NA,NA,0,0.838812837758102,0.127485015882878,0.95,0.999
100,50,1,0.576962400051765,0.80710929145664,0.951177687790641,NA,NA,0,0.775398509194842,0.406561000710819,0.95,0.999
100,50,1,0.906336026832927,0.172767006185139,0.987691995008243,NA,NA,0,0.872382774658501,0.105417070091004,0.95,0.999
100,50,1,0.441441852649441,0.267645861830795,0.967614109752513,NA,NA,0,0.0113909982389305,0.952861094024265,0.95,0.999
100,50,1,0.665909978562733,0.696272673736559,0.96571948212866,NA,NA,0,0.353827476938022,0.699898549490608,0.95,0.999
100,50,1,0.910626598466886,0.28869290147326,0.957214331855252,NA,NA,0,0.974119529972319,0.305847092458047,0.95,0.999
100,50,1,0.579334152346477,0.466653899527853,0.990596765606513,NA,NA,0,0.764560556331882,0.931998208727455,0.95,0.999
100,50,1,0.743197064636508,0.0338459570517298,0.999722892766597,NA,NA,0,0.387297527076909,0.964084891897161,0.95,0.999
100,50,1,0.272518945551012,0.955820399290649,0.998042025370454,NA,NA,0,0.778179073800799,0.792858007859439,0.95,0.999
100,50,1,0.701858491961611,0.76589492771402,0.950716856672661,NA,NA,0,0.980675389586482,0.827360903696623,0.95,0.999
100,50,1,0.522909770986997,0.934601338887354,0.975382811543788,NA,NA,0,0.824812016222859,0.751952756387414,0.95,0.999
100,50,1,0.20184070616425,0.705937389329774,0.969743732134171,NA,NA,0,0.621915518270107,0.674280964549631,0.95,0.999
100,50,1,0.495910136250081,0.627775954407407,0.950047531911416,NA,NA,0,0.326964964591432,0.987724628433119,0.95,0.999
100,50,1,0.758268604635727,0.640753019106109,0.953837766576698,NA,NA,0,0.853609232173534,0.0626952674416825,0.95,0.999
100,50,1,0.674834715028759,0.904372891705949,0.980968868401728,NA,NA,0,0.734688560348935,0.957326696666423,0.95,0.999
100,50,1,0.497466090589762,0.478317155058961,0.954799376345053,NA,NA,0,0.903746973467059,0.489007145443931,0.95,0.999
100,50,1,0.601905120720621,0.877394977069926,0.970836616562412,NA,NA,0,0.507236263278872,0.652317293251865,0.95,0.999
100,50,1,0.84651262150472,0.526203222136013,0.962102386692655,NA,NA,0,0.073663962658029,0.254934459947515,0.95,0.999
100,50,1,0.417115729967831,0.835651294220937,0.9974842078152,NA,NA,0,0.679112536697881,0.481119147959631,0.95,0.999
100,50,1,0.0908884194889106,0.995416848835535,0.98982721105488,NA,NA,0,0.626287668776466,0.484767307136673,0.95,0.999
100,50,1,0.0949248740882613,0.516480764768319,0.954169415660505,NA,NA,0,0.317205096482066,0.944416019995231,0.95,0.999
100,50,1,0.258693674531532,0.57978435375425,0.976418743386003,NA,NA,0,0.883366680804873,0.098803089285735,0.95,0.999
100,50,1,0.706963358690264,0.190061309043551,0.98997656083717,NA,NA,0,0.714232566666557,0.178525936451508,0.95,0.999
100,50,1,0.787836729905102,0.441482835039962,0.988325001208868,NA,NA,0,0.278929454399738,0.961103084582137,0.95,0.999
100,50,1,0.472178491506726,0.386685037859716,0.979486763765197,NA,NA,0,0.877677530148765,0.689113384081749,0.95,0.999
100,50,1,0.992946011827793,0.429172297571786,0.977004061950883,NA,NA,0,0.745244265993591,0.733355992344907,0.95,0.999
100,50,1,0.724479969518259,0.767736733831931,0.983068685866962,NA,NA,0,0.51419140037708,0.877454560055165,0.95,0.999
100,50,1,0.586879676188575,0.571358646237059,0.98539092982061,NA,NA,0,0.710677222890081,0.908995463722385,0.95,0.999
100,50,1,0.937341142209945,0.117676113582915,0.996318036519561,NA,NA,0,0.498562638343545,0.332169155234471,0.95,0.999
100,50,1,0.490177963396767,0.33831319591566,0.980456193061417,NA,NA,0,0.684774732298451,0.476623153535649,0.95,0.999
100,50,1,0.990770990461344,0.503239256262081,0.977112237139675,NA,NA,0,0.0334202970191836,0.18242079083994,0.95,0.999
100,50,1,0.273654034736566,0.576776508886833,0.997712024847465,NA,NA,0,0.31672682135622,0.52954947286169,0.95,0.999
100,50,1,0.890924626894761,0.928452439801069,0.977552417310106,NA,NA,0,0.622726618663408,0.0900878493627533,0.95,0.999
100,50,1,0.917602774654748,0.567831970275612,0.972924513549358,NA,NA,0,0.604515273771016,0.500809145744191,0.95,0.999
100,50,1,0.708679637274938,0.585596891348483,0.983932212621381,NA,NA,0,0.375142858259147,0.508550999259343,0.95,0.999
100,50,1,0.278480966145871,0.860092018362135,0.950869045761903,NA,NA,0,0.46565140878805,0.147940601521172,0.95,0.999
100,50,1,0.541889797393698,0.282073440865614,0.985692743897077,NA,NA,0,0.209937670848332,0.736414946132572,0.95,0.999
100,50,1,0.450375718000811,0.818828114024829,0.983182934050716,NA,NA,0,0.523566818970954,0.483483057547593,0.95,0.999
100,50,1,0.448686806685291,0.434102096287999,0.975820061945578,NA,NA,0,0.438851712696953,0.73718493447639,0.95,0.999
100,50,1,0.36250277832523,0.853214341838611,0.976807635620062,NA,NA,0,0.315514127975097,0.283963338214438,0.95,0.999
100,50,1,0.524139070927631,0.563632144430419,0.989756881023466,NA,NA,0,0.915775284951786,0.540762454242911,0.95,0.999
100,50,1,0.638096932296641,0.104113594932016,0.968573178694991,NA,NA,0,0.350736950554652,0.821038905652706,0.95,0.999
100,50,1,0.900728878781199,0.48869538602652,0.952377353004552,NA,NA,0,0.188483362248866,0.350253158420091,0.95,0.999
100,50,1,0.65157947992417,0.467452819569502,0.951312707864249,NA,NA,0,0.108967555174138,0.59362565941317,0.95,0.999
100,50,1,0.662930949567351,0.623308486582246,0.964753143173479,NA,NA,0,0.246978750822833,0.335042414277792,0.95,0.999
100,50,1,0.290909473523498,0.81542075241846,0.966657837229397,NA,NA,0,0.459064856012352,0.96917586897756,0.95,0.999
100,50,1,0.284911951263901,0.227419664484449,0.993106205588102,NA,NA,0,0.0264008827477228,0.836342726261588,0.95,0.999
100,50,1,0.145579347361578,0.0865472628411371,0.966892252995912,NA,NA,0,0.50140769288945,0.277940439499915,0.95,0.999
100,50,1,0.909356945588486,0.373321013306035,0.973691650621255,NA,NA,0,0.987616087652044,0.967529215186834,0.95,0.999
100,50,1,0.767144415292889,0.0838386715457309,0.959486391067121,NA,NA,0,0.515984328449471,0.63691906019696,0.95,0.999
100,50,1,0.605039684328483,0.443309193331748,0.954459440892108,NA,NA,0,0.923355853304034,0.390762774458155,0.95,0.999
100,50,1,0.727113165384624,0.329855291004758,0.974032803387882,NA,NA,0,0.669735499778297,0.242093074077973,0.95,0.999
100,50,1,0.0521280675495509,0.947637107388815,0.959787093434727,NA,NA,0,0.490503923024982,0.462530052274698,0.95,0.999
100,50,1,0.623428061858052,0.223820512896637,0.979207638930227,NA,NA,0,0.493978622242808,0.659836121206637,0.95,0.999
100,50,1,0.491628466358408,0.463906568284612,0.963809086648701,NA,NA,0,0.53690173210646,0.158129519775277,0.95,0.999
100,50,1,0.869876923427451,0.38522147613042,0.957766310623172,NA,NA,0,0.186461396249244,0.270560744108167,0.95,0.999
100,50,1,0.915136643606937,0.10067319079279,0.992728346942959,NA,NA,0,0.100991863699863,0.184441576891812,0.95,0.999
100,50,1,0.657844707454089,0.800293804411776,0.99444602371573,NA,NA,0,0.731494123581331,0.302168601666111,0.95,0.999
100,50,1,0.155798561969073,0.524447460157797,0.956905417209328,NA,NA,0,0.672581226069014,0.34605268478347,0.95,0.999
100,50,1,0.325758440245176,0.865311180016724,0.969412437440793,NA,NA,0,0.378426729029743,0.404604170222534,0.95,0.999
100,50,1,0.182580949743278,0.538441764274845,0.955687195845344,NA,NA,0,0.509746192066465,0.116410933750914,0.95,0.999
100,50,1,0.230104887262685,0.568259266391629,0.995050582721922,NA,NA,0,0.796910411577439,0.028914061199408,0.95,0.999
100,50,1,0.731528611909598,0.358733117877739,0.955974639102863,NA,NA,0,0.97193968372792,0.267283762250328,0.95,0.999
100,50,1,0.339907335235039,0.318753191330936,0.965834586628946,NA,NA,0,0.944171007622033,0.974353146477137,0.95,0.999
100,50,1,0.621762962086825,0.471747736608144,0.978223076743295,NA,NA,0,0.820261948584113,0.786031566986116,0.95,0.999
100,50,1,0.834437029511901,0.546240995179396,0.953233388408809,NA,NA,0,0.403503745197551,0.148185921839206,0.95,0.999
100,50,1,0.443292041681707,0.0774596680195536,0.959534629321226,NA,NA,0,0.0425083726779558,0.286792651051888,0.95,0.999
100,50,1,0.544109712594189,0.118129903510446,0.9641106655446,NA,NA,0,0.789036737107672,0.0836490606456064,0.95,0.999
100,50,1,0.172592035888927,0.215686770403059,0.96109901771209,NA,NA,0,0.0970169320309069,0.991701404770371,0.95,0.999
100,50,1,0.0128051522555761,0.0216713744357694,0.974430996894615,NA,NA,0,0.0946298544202,0.439524093416054,0.95,0.999
100,50,1,0.103145124192582,0.939297589621274,0.996795900025114,NA,NA,0,0.840555554604391,0.179425237419084,0.95,0.999
100,50,1,0.384801742729265,0.633234407115495,0.98425654605187,NA,NA,0,0.297190421543783,0.202399809990311,0.95,0.999
100,50,1,0.225231237235945,0.0126597595505882,0.993086382792878,NA,NA,0,0.916313565647695,0.830892797856592,0.95,0.999
100,50,1,0.336766143175308,0.209840686557349,0.956414667620615,NA,NA,0,0.429006354994141,0.0953612750822213,0.95,0.999
100,50,1,0.66874029649212,0.291985508065671,0.982567188087851,NA,NA,0,0.0963672959650867,0.925746026016539,0.95,0.999
100,50,1,0.769580214150948,0.294819221345009,0.986407981029479,NA,NA,0,0.075845370701747,0.364422408603132,0.95,0.999
100,50,1,0.800937857643003,0.312670875846641,0.984669065599167,NA,NA,0,0.379179309380474,0.318846626679413,0.95,0.999
100,50,1,0.0590708815227263,0.458626522651408,0.967482737639919,NA,NA,0,0.570196324007353,0.569995934977196,0.95,0.999
100,50,1,0.286931975153508,0.720811816083966,0.994145479491365,NA,NA,0,0.189620514899259,0.482614709712798,0.95,0.999
100,50,1,0.6736378912332,0.764001309427898,0.999887308955623,NA,NA,0,0.780523111904738,0.271745600781869,0.95,0.999
100,50,1,0.732072593062418,0.00437098659831099,0.96656188476173,NA,NA,0,0.737897480178392,0.371836566094542,0.95,0.999
100,50,1,0.645487095003249,0.206616309394361,0.955322333002381,NA,NA,0,0.0887723282827064,0.185661706338637,0.95,0.999
100,50,1,0.791328561328584,0.868173344481736,0.952521891555749,NA,NA,0,0.845764479954494,0.634829142490868,0.95,0.999
100,50,1,0.400736977065681,0.18699917467474,0.971838350997376,NA,NA,0,0.787031873902772,0.71757561194757,0.95,0.999
100,50,1,0.459983318500686,0.847841043607797,0.959334477390617,NA,NA,0,0.23842692244309,0.0435734542601276,0.95,0.999
100,50,1,0.382112264950527,0.892860696110642,0.978117372737126,NA,NA,0,0.605740884689847,0.291817042414332,0.95,0.999
100,50,1,0.476232730346266,0.532534745080629,0.996261903380859,NA,NA,0,0.440404652733821,0.771762457746314,0.95,0.999
100,50,1,0.38045174590149,0.0649807072097901,0.953144475843315,NA,NA,0,0.372819358945824,0.633961895380402,0.95,0.999
100,50,1,0.257366667204071,0.59844284680509,0.956153999048914,NA,NA,0,0.718721261104103,0.662761319556506,0.95,0.999
100,50,1,0.717903357266914,0.548420821170788,0.992796637130016,NA,NA,0,0.949926042493666,0.0802004747672472,0.95,0.999
100,50,1,0.667539654818829,0.597930203488097,0.99190955014088,NA,NA,0,0.531305315866135,0.534374509927351,0.95,0.999
100,50,1,0.935991331869736,0.344421359029133,0.950358641974139,NA,NA,0,0.712657217055792,0.989699299639557,0.95,0.999
100,50,1,0.206654630260309,0.217553638814483,0.988647966264398,NA,NA,0,0.549457064962713,0.545875159685966,0.95,0.999
100,50,1,0.671327731869882,0.609967157600913,0.983046353071835,NA,NA,0,0.755138831805205,0.117040780850919,0.95,0.999
100,50,1,0.718618181821425,0.804391678747721,0.999321137128805,NA,NA,0,0.806230475666467,0.79808107605204,0.95,0.999
100,50,1,0.0158483820655383,0.60560705847526,0.975197254146857,NA,NA,0,0.171792382753221,0.775792730359826,0.95,0.999
100,50,1,0.388774547557579,0.0673285684618168,0.994858919022291,NA,NA,0,0.343900475617964,0.0563123974914197,0.95,0.999
100,50,1,0.184775333286263,0.96629088549898,0.981482136043638,NA,NA,0,0.286433579483535,0.829800697912928,0.95,0.999
100,50,1,0.433629293152131,0.0111002058326267,0.981128190916299,NA,NA,0,0.88056667741714,0.583417654214893,0.95,0.999
100,50,1,0.569116097205551,0.220061281044967,0.974890391249629,NA,NA,0,0.273166204156354,0.195401084952522,0.95,0.999
100,50,1,0.137567879922222,0.00285542691568844,0.991862980866793,NA,NA,0,0.277457408859162,0.353868561180308,0.95,0.999
100,50,1,0.0873587504648603,0.476418841258856,0.951733700604795,NA,NA,0,0.201820971885929,0.458665778649272,0.95,0.999
100,50,1,0.713153342185775,0.588941666379571,0.979518162375351,NA,NA,0,0.384633115637349,0.322845605606213,0.95,0.999
100,50,1,0.421100525107235,0.771965771555668,0.985235672437097,NA,NA,0,0.781563004367985,0.709605715112528,0.95,0.999
100,50,1,0.974364141817437,0.85219090368785,0.980900757715013,NA,NA,0,0.312978043423267,0.00303983127116226,0.95,0.999
100,50,1,0.0827129943233449,0.404936636765022,0.998644869602611,NA,NA,0,0.306538947561057,0.796480347001692,0.95,0.999
100,50,1,0.0552367721719202,0.175595917226514,0.953664933804364,NA,NA,0,0.329188163392711,0.722955588646699,0.95,0.999
100,50,1,0.368735190183157,0.648665043800371,0.998716979798453,NA,NA,0,0.929276151874801,0.623331359579461,0.95,0.999
100,50,1,0.98145587832923,0.0434077015516814,0.952247935684421,NA,NA,0,0.492547744092997,0.125646187835373,0.95,0.999
100,50,1,0.255369402633049,0.742241378167411,0.999515883294866,NA,NA,0,0.765060372464126,0.377815453907242,0.95,0.999
100,50,1,0.979715841926867,0.347103520442499,0.955900674404751,NA,NA,0,0.827647487363545,0.0545227362331934,0.95,0.999
100,50,1,0.235882103220094,0.228984058544738,0.990084183433675,NA,NA,0,0.650742306368891,0.0456957235208247,0.95,0.999
100,50,1,0.318066833556863,0.63500514550088,0.992088205669902,NA,NA,0,0.185708449107828,0.042603380369721,0.95,0.999
100,50,1,0.26351963868388,0.914148264442105,0.994393345627631,NA,NA,0,0.381240429228172,0.556393872844055,0.95,0.999
100,50,1,0.750578064539237,0.91555216614902,0.990277787462575,NA,NA,0,0.785828438678989,0.641506135158939,0.95,0.999
100,50,1,0.757674739395268,0.78340258335066,0.952999735528172,NA,NA,0,0.295638140514726,0.449107692651451,0.95,0.999
100,50,1,0.439969328055857,0.351679196904181,0.9583049559345,NA,NA,0,0.264440292082028,0.43338414026727,0.95,0.999
100,50,1,0.729683397598332,0.279965986624826,0.987885711400257,NA,NA,0,0.771473361065146,0.587697526849573,0.95,0.999
100,50,1,0.716736505388282,0.661306387253106,0.992539100208739,NA,NA,0,0.301483107971959,0.393223965707468,0.95,0.999
100,50,1,0.660436456318945,0.200704457605956,0.969934904806444,NA,NA,0,0.0702070590024814,0.810955292230705,0.95,0.999
100,50,1,0.349129537909757,0.685464279510546,0.99559979408303,NA,NA,0,0.232849383961176,0.854109406882198,0.95,0.999
100,50,1,0.837890612582676,0.112486194701167,0.957327091432607,NA,NA,0,0.145707153519383,0.106909360681195,0.95,0.999
100,50,1,0.833802956586936,0.18791683283262,0.982607041744282,NA,NA,0,0.431098330084234,0.791741528476356,0.95,0.999
100,50,1,0.72288597804727,0.421110645782202,0.970308447525755,NA,NA,0,0.818187340848846,0.805155534303514,0.95,0.999
100,50,1,0.0891995045624208,0.950091063252417,0.986253189058113,NA,NA,0,0.0987088126367889,0.50513286345778,0.95,0.999
100,50,1,0.773463025035337,0.321529247054365,0.99151506195449,NA,NA,0,0.25366093548853,0.190941189679783,0.95,0.999
100,50,1,0.69609345168178,0.345225889000343,0.951973617571464,NA,NA,0,0.539807234789245,0.375884831867414,0.95,0.999
100,50,1,0.359129822543124,0.978095517415321,0.96098833794794,NA,NA,0,0.27136095321551,0.281211870590225,0.95,0.999
100,50,1,0.893581137411296,0.29609635015903,0.972153166436998,NA,NA,0,0.532601073518163,0.833735824834788,0.95,0.999
100,50,1,0.8868207290133,0.508593398840399,0.970749647562043,NA,NA,0,0.909708505535731,0.706925724266795,0.95,0.999
100,50,1,0.049489557756111,0.76631261639297,0.965277946927212,NA,NA,0,0.887606801178772,0.664504684602609,0.95,0.999
100,50,1,0.0251228003629949,0.560956353577552,0.983756219808373,NA,NA,0,0.123276870579226,0.292661474597407,0.95,0.999
100,50,1,0.896311499958858,0.136808095602086,0.999936687588354,NA,NA,0,0.448304316465743,0.297134741033427,0.95,0.999
100,50,1,0.375624913231004,0.855961046698969,0.954054829821258,NA,NA,0,0.776708086667117,0.729078851912404,0.95,0.999
100,50,1,0.101954205335351,0.309884348967113,0.976495062706317,NA,NA,0,0.732882772208191,0.451831687455997,0.95,0.999
100,50,1,0.519542931403732,0.415430657751625,0.966816099750274,NA,NA,0,0.698067795461975,0.519244309800444,0.95,0.999
100,50,1,0.957363323099446,0.857750583418878,0.974375369965797,NA,NA,0,0.595516651224345,0.499972917858511,0.95,0.999
100,50,1,0.676304195903242,0.768286599165993,0.97464858390888,NA,NA,0,0.743438291638857,0.243652362867957,0.95,0.999
100,50,1,0.709923664942849,0.000905314278090373,0.990218021068885,NA,NA,0,0.997576094230171,0.317673956750194,0.95,0.999
100,50,1,0.135993617089931,0.886117136723595,0.951895166084205,NA,NA,0,0.724174844532972,0.463407465220895,0.95,0.999
100,50,1,0.326511943580816,0.122582210480934,0.996951363062684,NA,NA,0,0.810024552581366,0.248674922331003,0.95,0.999
100,50,1,0.30713943145657,0.784211898404639,0.960737522829056,NA,NA,0,0.150771747207269,0.130199591755634,0.95,0.999
100,50,1,0.167543418157613,0.803463685535593,0.957668734022125,NA,NA,0,0.362114301114343,0.879731505357893,0.95,0.999
100,50,1,0.228405148078222,0.883034357410856,0.97545746645102,NA,NA,0,0.0154845123430714,0.887332625727635,0.95,0.999
100,50,1,0.557694001024356,0.797569343586452,0.959911753480183,NA,NA,0,0.313553377071163,0.998255459832726,0.95,0.999
100,50,1,0.778639641712653,0.0143206302616745,0.951697042120248,NA,NA,0,0.114854730095016,0.71433602984203,0.95,0.999
100,50,1,0.774195854160935,0.123477757945191,0.981836183281627,NA,NA,0,0.390225008894689,0.644907256754115,0.95,0.999
100,50,1,0.86061752830958,0.741318369589979,0.968882773329213,NA,NA,0,0.224452388084494,0.778742872926407,0.95,0.999
100,50,1,0.931367606185144,0.949533066392178,0.99808448413125,NA,NA,0,0.511392311788164,0.943295985685429,0.95,0.999
100,50,1,0.968452328165295,0.673191324072192,0.993659139197751,NA,NA,0,0.828105024308199,0.0405554654758889,0.95,0.999
100,50,1,0.238917810065206,0.436251118791057,0.955292757410568,NA,NA,0,0.425440584743163,0.362774983017007,0.95,0.999
100,50,1,0.594576490135863,0.142357280039927,0.977977084829053,NA,NA,0,0.900607868556632,0.340042744193459,0.95,0.999
100,50,1,0.829001869659405,0.836351166606415,0.996157714791433,NA,NA,0,0.52822921326221,0.773762377109611,0.95,0.999
100,50,1,0.332759208457312,0.592539457471343,0.959111110872612,NA,NA,0,0.417155413526576,0.543931333699496,0.95,0.999
100,50,1,0.449775081848493,0.791882248030044,0.991834048210655,NA,NA,0,0.173315308753401,0.85776970587275,0.95,0.999
100,50,1,0.86892920590681,0.660972554151667,0.997557517916616,NA,NA,0,0.192749516583979,0.0463032640297897,0.95,0.999
100,50,1,0.939049267848255,0.572756611725548,0.96286254028565,NA,NA,0,0.33391967030894,0.951925272145541,0.95,0.999
100,50,1,0.0272696617289912,0.109801114328438,0.985031438803382,NA,NA,0,0.197715704291593,0.194793841271196,0.95,0.999
100,50,1,0.693549198395805,0.0261585872098804,0.997336726069183,NA,NA,0,0.972630383381154,0.403499761980493,0.95,0.999
100,50,1,0.322887842799537,0.74573977435194,0.988778488186759,NA,NA,0,0.757047445060452,0.079995746349683,0.95,0.999
100,50,1,0.392270403314149,0.887798026678385,0.977287047491816,NA,NA,0,0.446107406403869,0.511399192313664,0.95,0.999
100,50,1,0.315908034496009,0.802335035954369,0.994481407835113,NA,NA,0,0.575635965698399,0.312355958395405,0.95,0.999
100,50,1,0.151782639065292,0.578625984250568,0.975257180896471,NA,NA,0,0.49449472358916,0.0630937583614141,0.95,0.999
100,50,1,0.614722793769324,0.15158267657645,0.972094053163414,NA,NA,0,0.120564838737948,0.330847287815763,0.95,0.999
100,50,1,0.445722327116644,0.126550795981893,0.962908460193023,NA,NA,0,0.0678419730572496,0.16670602048398,0.95,0.999
100,50,1,0.872215703792404,0.484153388567502,0.999183979104261,NA,NA,0,0.554162496470381,0.530213407926029,0.95,0.999
100,50,1,0.0781606654727366,0.229911347937305,0.974219777532574,NA,NA,0,0.454297032393748,0.548921284334501,0.95,0.999
100,50,1,0.447003018290736,0.986904996400699,0.981965297386888,NA,NA,0,0.63296305747726,0.768272944439435,0.95,0.999
100,50,1,0.875604818454245,0.990727882023435,0.959846046759398,NA,NA,0,0.435443619606784,0.537299400517019,0.95,0.999
100,50,1,0.793041145754512,0.179394713790854,0.961677655066852,NA,NA,0,0.527680035605561,0.715123949917266,0.95,0.999
100,50,1,0.789004363272106,0.391611604002072,0.983264015128766,NA,NA,0,0.105227232604986,0.695194903330645,0.95,0.999
100,50,1,0.593143232137198,0.540583015115466,0.964897234898794,NA,NA,0,0.113439708739053,0.621660356101813,0.95,0.999
100,50,1,0.547693650100147,0.211446263591992,0.956844303515949,NA,NA,0,0.706784436633112,0.082659990684595,0.95,0.999
100,50,1,0.52676206280943,0.339454603926977,0.9924718832499,NA,NA,0,0.60378190376237,0.487488128215773,0.95,0.999
100,50,1,0.862918925337959,0.669766507424181,0.990884714652959,NA,NA,0,0.466492345062783,0.485384892886737,0.95,0.999
